customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,complaint_type1,complaint_type2,complaint_type3
YH60476,Oregon,Male,High School or Below,578018,51066,74,1/0/00,Corporate Auto,Four-Door Car,787,1,0,0
ZZ97035,California,Male,College,2071494,36234,203,1/0/00,Corporate Auto,Luxury Car,2027,1,0,0
GE82737,Nevada,Female,Bachelor,533735,36234,86,1/3/00,Personal Auto,Four-Door Car,619,1,3,0
KY21873,Arizona,Male,College,505082,36234,69,1/0/00,Personal Auto,Two-Door Car,72,1,0,0
UA51318,Arizona,Female,High School or Below,511662,26173,68,1/1/00,Corporate Auto,Four-Door Car,449,1,1,0
BV55014,Oregon,Male,Bachelor,726873,24445,63,1/0/00,Personal Auto,Two-Door Car,302,1,0,0
HX21307,Oregon,Male,College,261661,72302,66,1/0/00,Personal Auto,Two-Door Car,316,1,0,0
LQ68252,Oregon,Male,High School or Below,373843,27208,102,1/0/00,Personal Auto,SUV,489,1,0,0
CR92802,California,Female,Master,272535,36650,69,1/1/00,Special Auto,Four-Door Car,56,1,1,0
SL35268,Arizona,Male,College,545386,30855,68,1/0/00,Corporate Auto,Four-Door Car,259,1,0,0
RD62882,Arizona,Female,Bachelor,684615,36234,95,1/0/00,Personal Auto,Two-Door Car,456,1,0,0
JS42382,Oregon,Male,Master,617291,99960,76,1/0/00,Corporate Auto,Four-Door Car,364,1,0,0
BT30554,Arizona,Female,Bachelor,1034632,36234,98,1/0/00,Personal Auto,Four-Door Car,470,1,0,0
VP57424,Nevada,Female,Bachelor,699700,55873,88,1/0/00,Personal Auto,Four-Door Car,299,1,0,0
VU19243,Arizona,Female,High School or Below,419625,18052,111,1/0/00,Personal Auto,Four-Door Car,699,1,0,0
TA82973,Oregon,Female,High School or Below,785810,28937,104,1/2/00,Personal Auto,SUV,117,1,2,0
GK71720,Oregon,Female,High School or Below,606434,36234,86,1/0/00,Personal Auto,Four-Door Car,545,1,0,0
OQ61223,California,Male,College,1749752,36234,73,1/0/00,Personal Auto,Two-Door Car,350,1,0,0
LL62746,Oregon,Male,Doctor,897064,12829,118,1/0/00,Personal Auto,SUV,328,1,0,0
JQ56711,Oregon,Female,Master,592311,92163,73,1/0/00,Personal Auto,Two-Door Car,66,1,0,0
AW77988,Oregon,Male,High School or Below,3585059,17588,192,1/0/00,Personal Auto,Luxury Car,1382,1,0,0
QP84605,Washington,Female,Bachelor,870984,41546,111,1/0/00,Corporate Auto,Four-Door Car,121,1,0,0
MY97912,Arizona,Male,College,1330933,36234,127,1/0/00,Personal Auto,SUV,609,1,0,0
IB87349,California,Male,High School or Below,452850,70340,113,1/0/00,Special Auto,Four-Door Car,542,1,0,0
AW73065,Oregon,Female,High School or Below,279190,36234,74,1/0/00,Personal Auto,Four-Door Car,532,1,0,0
BW80872,Washington,Male,High School or Below,443441,34549,111,1/0/00,Personal Auto,Four-Door Car,125,1,0,0
PX70175,Arizona,Male,College,799600,93459,99,1/0/00,Personal Auto,Four-Door Car,655,1,0,0
KF75098,Arizona,Male,Bachelor,512973,86148,65,1/2/00,Personal Auto,Four-Door Car,312,1,2,0
IS50283,California,Female,Bachelor,569717,27048,72,1/0/00,Corporate Auto,Four-Door Car,345,1,0,0
MY64920,Oregon,Female,College,921713,73259,115,1/0/00,Personal Auto,SUV,673,1,0,0
KN34250,Oregon,Female,College,1020892,35482,129,1/0/00,Corporate Auto,SUV,619,1,0,0
GN46207,Oregon,Female,Master,417068,29462,107,1/1/00,Personal Auto,SUV,513,1,1,0
KL57176,Oregon,Female,College,450540,67801,115,1/1/00,Personal Auto,SUV,23,1,1,0
MN94234,California,Male,High School or Below,310756,36234,94,1/4/00,Personal Auto,Two-Door Car,451,1,4,0
JY90595,Arizona,Male,High School or Below,552866,16042,73,1/0/00,Personal Auto,Two-Door Car,350,1,0,0
HK26543,California,Male,High School or Below,504586,28056,64,1/1/00,Personal Auto,Four-Door Car,307,1,1,0
PN86062,California,Male,High School or Below,296272,16495,85,1/3/00,Corporate Auto,Four-Door Car,408,1,3,0
VW27730,California,Female,Master,866595,41163,108,1/0/00,Corporate Auto,SUV,231,1,0,0
SH55671,Arizona,Female,College,1141344,36234,161,1/1/00,Personal Auto,Sports Car,772,1,1,0
MO56878,California,Male,Bachelor,1548843,33799,109,1/3/00,Corporate Auto,SUV,664,1,3,0
VO38365,Washington,Female,College,886114,90125,110,1/0/00,Corporate Auto,SUV,128,1,0,0
SV35618,Oregon,Female,Bachelor,593474,87747,147,1/1/00,Personal Auto,SUV,46,1,1,0
RX12347,Nevada,Male,College,354323,35695,90,1/0/00,Personal Auto,Four-Door Car,432,1,0,0
FR55658,California,Male,Master,349002,90985,87,1/0/00,Personal Auto,Four-Door Car,78,1,0,0
XS12556,California,Female,College,368309,36234,101,1/0/00,Corporate Auto,Sports Car,564,1,0,0
ZU73588,California,Male,College,598977,66839,154,1/0/00,Personal Auto,Sports Car,739,1,0,0
WT43034,California,Female,High School or Below,1250084,36234,165,1/0/00,Personal Auto,SUV,792,1,0,0
VM13430,Oregon,Female,Bachelor,860915,79090,107,1/0/00,Corporate Auto,SUV,289,1,0,0
TC78849,Oregon,Male,Bachelor,249745,24825,64,1/0/00,Personal Auto,Two-Door Car,155,1,0,0
VC34764,California,Male,College,701917,26806,63,1/0/00,Personal Auto,Four-Door Car,302,1,0,0
WO90953,Oregon,Female,College,538792,56835,67,1/0/00,Personal Auto,Two-Door Car,326,1,0,0
IU47468,Oregon,Female,Bachelor,616555,36234,88,1/0/00,Special Auto,Two-Door Car,653,1,0,0
KO46064,California,Male,Bachelor,273020,46135,69,1/0/00,Personal Auto,Four-Door Car,103,1,0,0
RB34917,Arizona,Female,Bachelor,516211,36234,73,1/0/00,Personal Auto,Four-Door Car,809,1,0,0
BI38192,Oregon,Female,High School or Below,793706,22862,67,1/0/00,Personal Auto,Two-Door Car,321,1,0,0
PU18983,Oregon,Female,High School or Below,860815,21450,110,1/2/00,Personal Auto,Sports Car,528,1,2,0
SW79912,Oregon,Male,Bachelor,263254,95854,65,1/0/00,Personal Auto,Two-Door Car,312,1,0,0
ES39217,Oregon,Female,Bachelor,778500,44897,99,1/1/00,Personal Auto,Four-Door Car,580,1,1,0
KP72427,Washington,Male,High School or Below,2163983,64455,108,1/0/00,Personal Auto,SUV,133,1,0,0
UA19178,Oregon,Female,Master,498082,53265,62,1/0/00,Personal Auto,Four-Door Car,238,1,0,0
PR53785,Arizona,Female,High School or Below,745723,36234,198,1/1/00,Personal Auto,Luxury Car,1577,1,1,0
XF57481,Washington,Male,Master,1064093,50450,90,1/0/00,Personal Auto,Two-Door Car,135,1,0,0
CN90378,California,Female,High School or Below,686250,54780,88,1/3/00,Personal Auto,Four-Door Car,135,1,3,0
KI56154,Nevada,Male,High School or Below,904898,36234,119,1/0/00,Personal Auto,Sports Car,571,1,0,0
UI55951,California,Male,Bachelor,554803,67798,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
FF28650,Oregon,Male,Bachelor,831268,21442,118,1/0/00,Personal Auto,SUV,566,1,0,0
FS55302,California,Male,Bachelor,238998,27615,62,1/1/00,Personal Auto,Four-Door Car,297,1,1,0
TN79487,California,Male,Bachelor,445811,17622,65,1/1/00,Personal Auto,Four-Door Car,312,1,1,0
HG32616,Nevada,Male,High School or Below,529574,50200,135,1/0/00,Personal Auto,Sports Car,637,1,0,0
UK41984,Arizona,Female,Doctor,383960,36234,112,1/2/00,Personal Auto,SUV,537,1,2,0
LZ52266,California,Female,High School or Below,373150,36234,96,1/0/00,Personal Auto,Four-Door Car,460,1,0,0
PM27367,California,Female,Master,277890,73570,70,1/1/00,Special Auto,Two-Door Car,75,1,1,0
ZK21724,Oregon,Female,High School or Below,401654,36234,111,1/0/00,Personal Auto,SUV,799,1,0,0
BH35482,Washington,Male,Doctor,493094,70412,61,1/0/00,Corporate Auto,Two-Door Car,136,1,0,0
QE22757,Nevada,Male,Doctor,249131,36631,62,1/0/00,Personal Auto,Four-Door Car,67,1,0,0
ON77649,Oregon,Female,College,290887,35895,73,1/0/00,Personal Auto,Four-Door Car,312,1,0,0
RN82884,Arizona,Female,College,428294,40864,109,1/1/00,Personal Auto,SUV,166,1,1,0
CQ75652,Oregon,Male,College,834162,36234,118,1/0/00,Personal Auto,Four-Door Car,566,1,0,0
FF58467,Arizona,Female,Master,509078,93018,63,1/0/00,Personal Auto,Four-Door Car,135,1,0,0
BS83666,Oregon,Male,Bachelor,736618,70014,62,1/0/00,Corporate Auto,Four-Door Car,17,1,0,0
WO29605,Oregon,Female,College,243687,48875,61,1/0/00,Personal Auto,Two-Door Car,1,1,0,0
TL77607,California,Male,Bachelor,885268,67969,74,1/0/00,Personal Auto,Four-Door Car,197,1,0,0
EZ50606,Oregon,Female,High School or Below,2387547,36234,108,1/0/00,Corporate Auto,SUV,612,1,0,0
OS39723,Oregon,Female,Doctor,560049,68665,69,1/0/00,Personal Auto,Two-Door Car,331,1,0,0
FN69743,California,Male,College,463654,26802,66,1/1/00,Corporate Auto,Two-Door Car,316,1,1,0
XW96958,Nevada,Male,High School or Below,757334,36234,110,1/0/00,Corporate Auto,Four-Door Car,1193,1,0,0
TU92578,California,Male,College,1469663,45345,125,1/0/00,Personal Auto,SUV,600,1,0,0
TL43709,Washington,Male,Bachelor,897214,89689,74,1/0/00,Personal Auto,Four-Door Car,136,1,0,0
YE68736,California,Female,Bachelor,772484,32051,193,1/1/00,Personal Auto,SUV,926,1,1,0
OB96537,Oregon,Male,Master,594667,81139,74,1/0/00,Special Auto,Four-Door Car,392,1,0,0
EU68825,Oregon,Female,Master,800054,63834,100,1/1/00,Personal Auto,Sports Car,215,1,1,0
CC31456,Arizona,Male,Bachelor,645756,37548,81,1/0/00,Special Auto,Four-Door Car,160,1,0,0
DJ77787,Arizona,Female,High School or Below,728144,36234,69,1/3/00,Personal Auto,Four-Door Car,371,1,3,0
LN26837,California,Male,High School or Below,259243,72421,65,1/0/00,Personal Auto,Four-Door Car,312,1,0,0
YI92916,Nevada,Male,Master,467842,83102,116,1/0/00,Corporate Auto,Four-Door Car,443,1,0,0
NW54906,Oregon,Male,College,1386992,28432,118,1/0/00,Personal Auto,SUV,612,1,0,0
ME77513,Nevada,Female,Master,871777,83707,108,1/0/00,Corporate Auto,Four-Door Car,290,1,0,0
UK76891,California,Female,College,523398,63259,65,1/0/00,Corporate Auto,Four-Door Car,316,1,0,0
SI26888,Nevada,Female,High School or Below,476418,36234,67,1/0/00,Personal Auto,Four-Door Car,405,1,0,0
YD74948,Oregon,Female,College,247246,63860,62,1/0/00,Personal Auto,Four-Door Car,208,1,0,0
HB64268,Washington,Male,Bachelor,281369,43836,73,1/0/00,Personal Auto,Four-Door Car,138,1,0,0
BW52697,California,Female,College,550505,86132,68,1/0/00,Personal Auto,Two-Door Car,301,1,0,0
NL41409,Oregon,Female,Bachelor,260620,28519,66,1/0/00,Personal Auto,Two-Door Car,456,1,0,0
OD69005,Arizona,Female,High School or Below,1048194,39102,88,1/0/00,Personal Auto,Four-Door Car,152,1,0,0
ZZ91716,California,Female,Bachelor,325676,36234,89,1/0/00,Personal Auto,Four-Door Car,491,1,0,0
UK70255,California,Female,College,3047578,97298,128,1/0/00,Personal Auto,Sports Car,48,1,0,0
QT25383,Nevada,Male,High School or Below,636490,41986,84,1/2/00,Personal Auto,Two-Door Car,430,1,2,0
AW18068,Arizona,Male,High School or Below,946850,36234,88,1/0/00,Personal Auto,Two-Door Car,633,1,0,0
NS45347,Oregon,Female,College,563145,17291,73,1/0/00,Personal Auto,Four-Door Car,350,1,0,0
FV19421,California,Male,Bachelor,778099,36234,74,1/0/00,Personal Auto,Four-Door Car,246,1,0,0
XW89091,California,Male,College,981652,37256,62,1/0/00,Personal Auto,Four-Door Car,128,1,0,0
YC11951,Oregon,Male,High School or Below,751913,96306,95,1/1/00,Corporate Auto,Four-Door Car,185,1,1,0
UY18770,California,Female,Bachelor,1017971,14290,271,1/0/00,Personal Auto,Luxury SUV,1300,1,0,0
RA49085,California,Female,College,277283,37038,71,1/1/00,Corporate Auto,Four-Door Car,9,1,1,0
BG84194,Oregon,Male,College,403750,90760,103,1/2/00,Special Auto,SUV,133,1,2,0
PT64580,Washington,Male,Master,419196,77048,103,1/0/00,Personal Auto,SUV,141,1,0,0
MR67738,Oregon,Female,High School or Below,267686,54480,67,1/0/00,Personal Auto,Four-Door Car,321,1,0,0
DM95829,California,Male,College,252395,16244,68,1/0/00,Personal Auto,Two-Door Car,623,1,0,0
DB75522,California,Female,College,698840,22436,89,1/0/00,Special Auto,Four-Door Car,427,1,0,0
LM34525,Washington,Female,College,874205,71592,72,1/0/00,Personal Auto,Four-Door Car,141,1,0,0
WW30771,Arizona,Male,Master,267331,28728,67,1/0/00,Personal Auto,Four-Door Car,321,1,0,0
QP65569,Arizona,Male,High School or Below,1215732,57449,103,1/0/00,Personal Auto,Four-Door Car,494,1,0,0
TN50051,California,Female,Doctor,295776,83318,73,1/0/00,Personal Auto,Two-Door Car,211,1,0,0
UO86707,Washington,Male,Bachelor,717390,75217,61,1/1/00,Personal Auto,Four-Door Car,147,1,1,0
JA41698,Nevada,Male,Bachelor,309953,36234,102,1/5/00,Corporate Auto,SUV,862,1,5,0
NX18774,Oregon,Male,Bachelor,841568,55308,107,1/0/00,Corporate Auto,SUV,513,1,0,0
DA69469,Oregon,Female,College,2684312,36068,97,1/0/00,Personal Auto,Two-Door Car,113,1,0,0
CN23147,Oregon,Male,Bachelor,1305717,48804,112,1/1/00,Corporate Auto,Four-Door Car,537,1,1,0
RA68844,Oregon,Male,College,959995,36234,131,1/0/00,Personal Auto,SUV,943,1,0,0
GH42026,Oregon,Male,Bachelor,853510,55790,111,1/0/00,Personal Auto,SUV,117,1,0,0
BD16530,Arizona,Female,Bachelor,829348,70258,69,1/0/00,Personal Auto,Four-Door Car,225,1,0,0
JH91579,Oregon,Female,Bachelor,684615,36234,95,1/0/00,Personal Auto,Two-Door Car,456,1,0,0
WK23685,Oregon,Female,Bachelor,663685,47274,83,1/1/00,Corporate Auto,Four-Door Car,182,1,1,0
GR62267,Washington,Female,College,560908,44705,71,1/0/00,Personal Auto,Two-Door Car,148,1,0,0
PI78084,Arizona,Male,High School or Below,507732,36234,73,1/0/00,Personal Auto,Two-Door Car,525,1,0,0
GF97874,Washington,Female,Master,527562,70446,65,1/0/00,Personal Auto,Four-Door Car,155,1,0,0
ZH19885,Washington,Female,High School or Below,251459,43860,65,1/0/00,Personal Auto,Four-Door Car,156,1,0,0
UK25655,Oregon,Female,Bachelor,343525,64348,86,1/0/00,Personal Auto,Two-Door Car,212,1,0,0
QR45101,Oregon,Male,Bachelor,662461,36234,62,1/0/00,Corporate Auto,Two-Door Car,297,1,0,0
EL93539,California,Male,Master,575744,88997,72,1/0/00,Special Auto,Four-Door Car,174,1,0,0
EE99484,Washington,Female,High School or Below,251459,43860,65,1/0/00,Corporate Auto,Four-Door Car,156,1,0,0
DP46882,California,Female,High School or Below,288645,10312,78,1/0/00,Corporate Auto,Four-Door Car,486,1,0,0
WP41146,California,Female,High School or Below,534143,36234,72,1/1/00,Personal Auto,Four-Door Car,345,1,1,0
TK60799,Arizona,Female,High School or Below,416001,96263,103,1/0/00,Personal Auto,SUV,1,1,0,0
DN29808,California,Female,College,284624,28919,72,1/0/00,Corporate Auto,Four-Door Car,518,1,0,0
SS59521,Oregon,Female,College,477025,36234,68,1/1/00,Personal Auto,Two-Door Car,326,1,1,0
NG66579,Oregon,Male,Bachelor,505961,41869,64,1/0/00,Personal Auto,Two-Door Car,262,1,0,0
TC14209,Arizona,Female,High School or Below,909574,36234,128,1/0/00,Personal Auto,SUV,921,1,0,0
ED50963,California,Female,High School or Below,268886,32808,68,1/1/00,Personal Auto,Four-Door Car,541,1,1,0
GP40701,California,Female,Bachelor,827763,79780,68,1/0/00,Personal Auto,Four-Door Car,326,1,0,0
CP98451,Oregon,Female,College,905793,91025,112,1/0/00,Personal Auto,SUV,327,1,0,0
NX52648,California,Female,High School or Below,380175,33043,95,1/0/00,Personal Auto,Two-Door Car,456,1,0,0
ZC32510,Arizona,Male,High School or Below,933934,69442,118,1/3/00,Personal Auto,Four-Door Car,1265,1,3,0
NG27780,Oregon,Male,College,252012,36234,70,1/0/00,Corporate Auto,Four-Door Car,63,1,0,0
HN95240,Arizona,Female,College,498409,36234,70,1/0/00,Corporate Auto,Four-Door Car,336,1,0,0
EB59129,Oregon,Female,Bachelor,259574,47234,65,1/0/00,Personal Auto,Four-Door Car,15,1,0,0
RA70851,Oregon,Male,High School or Below,743769,86863,92,1/0/00,Personal Auto,Four-Door Car,441,1,0,0
PM19162,Oregon,Male,Bachelor,1453678,25805,66,1/2/00,Personal Auto,Four-Door Car,375,1,2,0
MS59005,Nevada,Male,Bachelor,591330,43676,76,1/0/00,Personal Auto,Four-Door Car,364,1,0,0
SU71163,Arizona,Male,College,277166,59855,74,1/4/00,Personal Auto,Two-Door Car,355,1,4,0
BD35676,Arizona,Male,Master,2919436,35296,126,1/0/00,Personal Auto,SUV,452,1,0,0
NI44621,Oregon,Female,Master,988038,36576,125,1/1/00,Personal Auto,SUV,113,1,1,0
EW33419,California,Female,High School or Below,1511440,28513,100,1/1/00,Corporate Auto,SUV,480,1,1,0
HX44948,Oregon,Male,Bachelor,575991,85448,72,1/0/00,Special Auto,Four-Door Car,16,1,0,0
DL36983,Oregon,Female,High School or Below,849516,23791,110,1/3/00,Personal Auto,Two-Door Car,615,1,3,0
XR87264,California,Female,Bachelor,438118,20597,112,1/0/00,Personal Auto,Four-Door Car,615,1,0,0
NN99001,Arizona,Female,College,699782,56940,87,1/0/00,Personal Auto,Four-Door Car,512,1,0,0
XV95530,Oregon,Male,Bachelor,1143058,93210,71,1/0/00,Personal Auto,Two-Door Car,74,1,0,0
OL97871,Oregon,Female,Bachelor,748248,48992,94,1/1/00,Personal Auto,Four-Door Car,426,1,1,0
HQ23708,Arizona,Female,Master,859691,53736,71,1/0/00,Personal Auto,Two-Door Car,169,1,0,0
WR63188,Arizona,Male,College,785496,25378,66,1/1/00,Personal Auto,Four-Door Car,419,1,1,0
NG82219,Oregon,Female,Bachelor,258240,76731,64,1/0/00,Personal Auto,Four-Door Car,201,1,0,0
KU29408,Washington,Male,Master,907576,37722,116,1/0/00,Corporate Auto,Sports Car,158,1,0,0
RE46783,California,Female,Bachelor,411858,69379,103,1/0/00,Personal Auto,Two-Door Car,494,1,0,0
RU94434,Oregon,Male,High School or Below,1215732,57449,103,1/0/00,Personal Auto,Four-Door Car,494,1,0,0
GI82355,Arizona,Male,Bachelor,515281,36234,68,1/0/00,Corporate Auto,Four-Door Car,326,1,0,0
VO26340,Nevada,Male,College,651297,36234,93,1/0/00,Personal Auto,Two-Door Car,669,1,0,0
NV61299,Arizona,Female,Bachelor,2778969,33806,89,1/0/00,Corporate Auto,Four-Door Car,395,1,0,0
DX31066,Washington,Female,College,266727,94041,66,1/0/00,Personal Auto,Four-Door Car,159,1,0,0
CY50337,Oregon,Female,College,1092840,74965,90,1/0/00,Personal Auto,Four-Door Car,58,1,0,0
TJ20375,Arizona,Female,High School or Below,761538,34095,63,1/0/00,Personal Auto,Two-Door Car,302,1,0,0
EP72155,California,Female,College,200435,36234,66,1/4/00,Personal Auto,Four-Door Car,316,1,4,0
JJ76159,California,Male,College,243468,96045,61,1/0/00,Corporate Auto,Four-Door Car,8,1,0,0
BG15419,Nevada,Female,Bachelor,1419536,86355,118,1/0/00,Personal Auto,Sports Car,285,1,0,0
AO74776,California,Female,High School or Below,942768,27824,118,1/0/00,Personal Auto,SUV,566,1,0,0
HQ82233,California,Male,High School or Below,1198242,42995,101,1/0/00,Personal Auto,SUV,410,1,0,0
OL72737,Oregon,Female,High School or Below,310278,21235,79,1/0/00,Personal Auto,Two-Door Car,244,1,0,0
ZQ59828,California,Male,High School or Below,422263,74585,106,1/0/00,Personal Auto,SUV,218,1,0,0
NZ15548,Oregon,Male,Bachelor,402381,41833,103,1/0/00,Personal Auto,Four-Door Car,643,1,0,0
XK61304,California,Female,College,529715,23908,70,1/0/00,Personal Auto,Four-Door Car,336,1,0,0
EJ44139,Oregon,Male,Bachelor,2142363,36234,65,1/0/00,Personal Auto,Two-Door Car,312,1,0,0
CM94425,Arizona,Male,Bachelor,441620,61953,113,1/0/00,Personal Auto,SUV,497,1,0,0
OV54878,California,Male,Bachelor,463903,36234,142,1/0/00,Corporate Auto,SUV,1022,1,0,0
JF57282,Nevada,Male,Bachelor,486354,36234,137,1/0/00,Personal Auto,SUV,657,1,0,0
MY37953,Arizona,Female,Bachelor,2583090,73760,107,1/1/00,Personal Auto,Sports Car,230,1,1,0
XP64922,Oregon,Female,College,297431,23333,74,1/0/00,Corporate Auto,Four-Door Car,5,1,0,0
WL65572,California,Male,College,206445,36234,61,1/0/00,Personal Auto,Four-Door Car,292,1,0,0
LN50325,Arizona,Female,High School or Below,1006460,20440,128,1/2/00,Corporate Auto,Sports Car,614,1,2,0
HJ15383,Washington,Male,Master,803240,27658,68,1/0/00,Personal Auto,Four-Door Car,160,1,0,0
KH59823,California,Male,College,548921,50943,139,1/0/00,Special Auto,SUV,667,1,0,0
YM79169,California,Male,Bachelor,261275,19003,71,1/0/00,Personal Auto,Two-Door Car,34,1,0,0
DR38127,California,Male,College,857346,46703,108,1/0/00,Personal Auto,Four-Door Car,678,1,0,0
PU42145,California,Male,Bachelor,2412750,14072,71,1/0/00,Personal Auto,Four-Door Car,511,1,0,0
KM33477,Oregon,Male,College,855038,21733,73,1/0/00,Corporate Auto,Four-Door Car,525,1,0,0
RI53167,Arizona,Male,Bachelor,230864,20811,61,1/0/00,Personal Auto,Four-Door Car,292,1,0,0
OF77789,Arizona,Female,High School or Below,425462,11904,61,1/2/00,Personal Auto,Two-Door Car,292,1,2,0
YB33445,Oregon,Female,College,898285,43490,114,1/4/00,Corporate Auto,SUV,174,1,4,0
BA17836,California,Male,High School or Below,786816,57340,67,1/0/00,Corporate Auto,Four-Door Car,159,1,0,0
JS43228,California,Male,College,770424,49088,97,1/0/00,Corporate Auto,Four-Door Car,698,1,0,0
BB11622,Nevada,Male,Master,1055217,47761,131,1/0/00,Personal Auto,SUV,232,1,0,0
HQ70429,Washington,Female,College,1604510,36234,65,1/0/00,Personal Auto,Two-Door Car,163,1,0,0
WK88044,Arizona,Male,Bachelor,873783,61281,110,1/0/00,Personal Auto,SUV,79,1,0,0
LA80525,Nevada,Male,Bachelor,545489,36234,82,1/1/00,Corporate Auto,Two-Door Car,393,1,1,0
EH16250,Arizona,Male,Bachelor,770528,25290,66,1/0/00,Personal Auto,Four-Door Car,382,1,0,0
PU41872,Arizona,Female,High School or Below,703926,24239,88,1/0/00,Personal Auto,Four-Door Car,48,1,0,0
HB85743,California,Male,Bachelor,883808,82664,114,1/3/00,Personal Auto,SUV,133,1,3,0
MM71959,Arizona,Male,Bachelor,873352,83210,110,1/0/00,Personal Auto,Sports Car,528,1,0,0
MB83663,Oregon,Female,Bachelor,959747,38736,81,1/0/00,Personal Auto,Two-Door Car,561,1,0,0
KR43119,California,Male,College,450666,36234,66,1/0/00,Personal Auto,Four-Door Car,316,1,0,0
KH24214,Oregon,Male,College,1785797,55437,64,1/1/00,Personal Auto,Four-Door Car,445,1,1,0
AC40767,Washington,Male,Bachelor,249780,68041,6464,1/0/00,Personal Auto,Two-Door Car,165,1,0,0
HP55391,Oregon,Male,Master,542613,36234,71,1/0/00,Corporate Auto,Four-Door Car,407,1,0,0
EG62398,California,Female,High School or Below,799814,29066,100,1/0/00,Personal Auto,SUV,844,1,0,0
VS19949,Nevada,Male,Bachelor,289762,54337,72,1/0/00,Personal Auto,Four-Door Car,345,1,0,0
AM92343,Oregon,Female,High School or Below,1159950,67616,96,1/0/00,Personal Auto,Four-Door Car,340,1,0,0
GI68556,California,Female,Bachelor,1514793,41082,63,1/0/00,Personal Auto,Two-Door Car,106,1,0,0
JT11876,Washington,Female,High School or Below,543576,36234,10202,1/0/00,Personal Auto,Four-Door Car,626,1,0,0
XR64251,Nevada,Female,Master,272535,36650,69,1/1/00,Personal Auto,Four-Door Car,56,1,1,0
MK34957,Oregon,Female,College,1329771,50631,112,1/4/00,Special Auto,SUV,784,1,4,0
GP18756,California,Male,College,992704,19592,92,1/0/00,Personal Auto,Four-Door Car,441,1,0,0
AP23850,Washington,Female,High School or Below,1777154,36234,114,1/0/00,Personal Auto,Two-Door Car,547,1,0,0
KQ65521,Arizona,Female,College,1826927,55761,115,1/0/00,Personal Auto,Sports Car,86,1,0,0
EJ19449,California,Female,College,272221,17576,71,1/0/00,Special Auto,Four-Door Car,398,1,0,0
QB70027,California,Female,Bachelor,708321,41449,89,1/0/00,Personal Auto,Four-Door Car,63,1,0,0
QW47320,California,Female,Bachelor,1017971,14290,271,1/0/00,Personal Auto,Luxury SUV,1300,1,0,0
KH64733,Nevada,Female,College,588950,62007,73,1/0/00,Personal Auto,Four-Door Car,120,1,0,0
ON59472,Arizona,Male,High School or Below,1577139,21921,206,1/0/00,Corporate Auto,Luxury SUV,1254,1,0,0
HP94242,Arizona,Female,Bachelor,528817,42621,66,1/0/00,Personal Auto,Four-Door Car,316,1,0,0
RV15398,Oregon,Male,College,2758055,36234,87,1/1/00,Personal Auto,Four-Door Car,417,1,1,0
EA25683,Washington,Male,High School or Below,777853,63786,196,1/0/00,Corporate Auto,Luxury SUV,798,1,0,0
PW73754,California,Female,High School or Below,734186,36234,104,1/3/00,Personal Auto,Sports Car,82,1,3,0
MC71942,California,Female,High School or Below,791919,82877,99,1/1/00,Personal Auto,Two-Door Car,22,1,1,0
OX72195,Arizona,Male,College,216387,36234,63,1/0/00,Corporate Auto,Two-Door Car,302,1,0,0
YQ99152,Nevada,Male,High School or Below,978780,10475,88,1/1/00,Personal Auto,Two-Door Car,422,1,1,0
KI19439,Oregon,Female,High School or Below,520764,21952,66,1/0/00,Personal Auto,Four-Door Car,316,1,0,0
PM76175,Oregon,Female,Bachelor,2114727,49721,132,1/0/00,Corporate Auto,Sports Car,639,1,0,0
US45383,California,Male,College,1228076,88340,102,1/0/00,Personal Auto,Two-Door Car,489,1,0,0
GT38956,California,Female,College,244139,36234,65,1/0/00,Personal Auto,Four-Door Car,312,1,0,0
SN41301,Oregon,Male,Bachelor,653556,36234,65,1/0/00,Corporate Auto,Four-Door Car,468,1,0,0
BE62503,Washington,Female,College,920659,24589,82,1/0/00,Personal Auto,Two-Door Car,511,1,0,0
PA16884,California,Female,Bachelor,411858,69379,103,1/0/00,Personal Auto,Two-Door Car,494,1,0,0
NC58480,Nevada,Female,Bachelor,483820,73769,61,1/2/00,Personal Auto,Four-Door Car,239,1,2,0
NS39326,California,Female,College,462554,66670,114,1/0/00,Personal Auto,SUV,518,1,0,0
PN18507,Arizona,Male,Bachelor,1404210,88854,118,1/0/00,Personal Auto,Two-Door Car,715,1,0,0
EK91340,Oregon,Male,Bachelor,754661,31266,193,1/0/00,Corporate Auto,Luxury Car,926,1,0,0
JY16280,California,Female,High School or Below,251459,43860,65,1/0/00,Personal Auto,Four-Door Car,156,1,0,0
ZW71731,California,Male,Bachelor,517035,89284,133,1/2/00,Corporate Auto,SUV,402,1,2,0
ZC24631,Oregon,Male,College,1391737,67267,89,1/0/00,Corporate Auto,Four-Door Car,94,1,0,0
YR34689,California,Female,High School or Below,1131813,79270,95,1/3/00,Personal Auto,Four-Door Car,456,1,3,0
RT65829,Oregon,Male,Bachelor,427636,36692,109,1/1/00,Personal Auto,Four-Door Car,523,1,1,0
BZ12077,Oregon,Female,High School or Below,432224,36234,119,1/0/00,Personal Auto,SUV,571,1,0,0
WM65373,California,Female,College,800230,36234,107,1/0/00,Corporate Auto,SUV,513,1,0,0
